trade_date,branch,candidate_count,entry_count,closed_trades,win_rate,realized_pnl_usd,realized_pnl_pct,avg_hold_min
2025-04-10,continuation_compare,2,0,0,,0.0,,
2025-04-10,reclaim_first5_high,2,1,1,1.0,103.21410283799966,2.457233407105963,41.0
2025-04-10,reclaim_vwap,2,1,1,1.0,90.02882773606595,0.8998922433695234,0.0
