trade_date,branch,symbol,candidate_count,entry_count,closed_trades,win_rate,realized_pnl_usd,realized_pnl_pct,avg_hold_min,gate_pass,trigger_touched,gate_fail_reason,skip_reason
2026-04-21,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates
2026-04-21,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates
2026-04-21,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates
