trade_date,branch,candidate_count,entry_count,closed_trades,win_rate,realized_pnl_usd,realized_pnl_pct,avg_hold_min
2026-04-01,continuation_compare,3,0,0,,0,,
2026-04-01,reclaim_vwap,3,0,0,,0,,
2026-04-01,reclaim_first5_high,3,0,0,,0,,
