trade_date,branch,symbol,candidate_count,entry_count,closed_trades,win_rate,realized_pnl_usd,realized_pnl_pct,avg_hold_min,gate_pass,trigger_touched,gate_fail_reason,skip_reason,entry_price,stop_price,target_price,exit_price,exit_reason,qty,risk_per_share,mfe_pct,mae_pct,slippage_bps_per_side,fee_bps_round_trip,effective_stop_price
2026-01-20,continuation_compare,CTMX,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-01-20,reclaim_first5_high,CTMX,1,1,1,1.0,12.704691405000167,1.0937888999425667,377.0,1,1,,,5.352675,5.12,5.8204699999999985,5.4122925,time_exit,217.0,0.22999999999999954,4.060119472973806,-0.9840873955545556,5.0,2.0,5.11744
2026-01-20,reclaim_vwap,CTMX,1,1,1,1.0,101.23318279349415,5.462931269305125,19.0,1,1,,,5.264468014005982,5.12,5.555893123470217,5.5531151769084826,target,352.0,0.14183709545825351,5.803663070630464,0.10508157670062368,5.0,2.0,5.11744
2026-01-21,continuation_compare,CRVS,1,0,0,,,,,0,0,vwap_fail,gate_fail,,,,,,,,,,,,
2026-01-21,reclaim_first5_high,CRVS,1,0,0,,,,,0,0,regime_fail|vwap_fail,not_regime_b,,,,,,,,,,,,
2026-01-21,reclaim_vwap,CRVS,1,0,0,,,,,0,0,regime_fail|vwap_fail,not_regime_b,,,,,,,,,,,,
2026-01-22,continuation_compare,ALM,1,0,0,,,,,1,0,,no_trigger,,,,,,,,,,,,
2026-01-22,reclaim_first5_high,ALM,1,0,0,,,,,0,0,regime_fail|vwap_fail,not_regime_b,,,,,,,,,,,,
2026-01-22,reclaim_vwap,ALM,1,0,0,,,,,0,0,regime_fail|vwap_fail,not_regime_b,,,,,,,,,,,,
2026-01-23,continuation_compare,CRVS,1,0,0,,,,,0,0,,gate_fail,,,,,,,,,,,,
2026-01-23,reclaim_first5_high,CRVS,1,0,0,,,,,0,0,regime_fail|vwap_fail,not_regime_b,,,,,,,,,,,,
2026-01-23,reclaim_vwap,CRVS,1,0,0,,,,,0,0,regime_fail|vwap_fail,not_regime_b,,,,,,,,,,,,
2026-01-26,continuation_compare,ALM,1,0,0,,,,,1,0,,no_trigger,,,,,,,,,,,,
2026-01-26,reclaim_first5_high,ALM,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-01-26,reclaim_vwap,ALM,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-01-27,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-01-27,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-01-27,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-01-28,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-01-28,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-01-28,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-01-29,continuation_compare,AAOI,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-01-29,reclaim_first5_high,AAOI,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-01-29,reclaim_vwap,AAOI,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-01-30,continuation_compare,AMPX,1,0,0,,,,,0,0,regime_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-01-30,reclaim_first5_high,AMPX,1,0,0,,,,,0,0,pace_fail,gate_fail,,,,,,,,,,,,
2026-01-30,reclaim_vwap,AMPX,1,0,0,,,,,0,0,pace_fail,gate_fail,,,,,,,,,,,,
2026-02-02,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-02,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-02,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-03,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-03,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-03,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-04,continuation_compare,AES,1,0,0,,,,,0,0,regime_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-04,reclaim_first5_high,AES,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-04,reclaim_vwap,AES,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-05,continuation_compare,AGI,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-02-05,continuation_compare,CE,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-05,reclaim_first5_high,AGI,1,1,1,0.0,-53.78302771250003,-1.580075677339345,21.0,1,1,,,40.0450125,39.44,41.274465,39.42028,stop,85.0,0.5850000000000009,0.6367522047845499,-6.155604271568152,5.0,2.0,39.42028
2026-02-05,reclaim_first5_high,CE,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-02-05,reclaim_vwap,AGI,1,1,1,0.0,-54.677978224977856,-1.3549852091265884,21.0,1,1,,,39.95365538996139,39.44,41.00043932561133,39.42028,stop,101.0,0.49368854568854914,0.866865889136211,-5.9410218334059826,5.0,2.0,39.42028
2026-02-05,reclaim_vwap,CE,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-02-06,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-06,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-06,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-09,continuation_compare,BILL,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-02-09,reclaim_first5_high,BILL,1,1,1,0.0,-51.71208924099996,-3.395028022539328,12.0,1,1,,,49.134555,47.5,52.42661,47.47625,stop,31.0,1.6099999999999994,3.2165652054852325,-3.7540891537534016,5.0,2.0,47.47625
2026-02-09,reclaim_vwap,BILL,1,1,1,0.0,-52.08567558155382,-2.6066137227471646,12.0,1,1,,,48.73688495426656,47.5,51.23379859845471,47.47625,stop,41.0,1.212528689921598,4.058763804025757,-2.9687678144064353,5.0,2.0,47.47625
2026-02-10,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-10,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-10,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-11,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-11,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-11,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-12,continuation_compare,BWA,1,0,0,,,,,0,0,pace_fail,gate_fail,,,,,,,,,,,,
2026-02-12,reclaim_first5_high,BWA,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-02-12,reclaim_vwap,BWA,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-02-13,continuation_compare,CGNX,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-13,reclaim_first5_high,CGNX,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-02-13,reclaim_vwap,CGNX,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-02-17,continuation_compare,ASTL,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-02-17,reclaim_first5_high,ASTL,1,0,0,,,,,0,0,vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-02-17,reclaim_vwap,ASTL,1,0,0,,,,,0,0,vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-02-18,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-18,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-18,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-19,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-19,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-19,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-20,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-20,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-20,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-23,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-23,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-23,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-24,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-24,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-24,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-25,continuation_compare,ARDX,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-25,reclaim_first5_high,ARDX,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-25,reclaim_vwap,ARDX,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-02-26,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-26,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-26,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-02-27,continuation_compare,BFLY,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-02-27,continuation_compare,CHYM,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-02-27,reclaim_first5_high,BFLY,1,1,1,0.0,-51.18724400899987,-4.826162229377805,14.0,1,1,,,4.6723349999999995,4.45,5.119119999999999,4.447775,stop,227.0,0.21999999999999975,0.16405073694416725,-21.666575705723144,5.0,2.0,4.447775
2026-02-27,reclaim_first5_high,CHYM,1,0,0,,,,,0,0,vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-02-27,reclaim_vwap,BFLY,1,1,1,0.0,-51.79476010796036,-3.220677862976626,16.0,1,1,,,4.594841060667753,4.45,4.886676909609123,4.447775,stop,350.0,0.14254478827361616,1.8533598487489495,-20.3454493490553,5.0,2.0,4.447775
2026-02-27,reclaim_vwap,CHYM,1,0,0,,,,,0,0,vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-03-02,continuation_compare,ABR,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-03-02,reclaim_first5_high,ABR,1,1,1,1.0,101.90445154200016,3.8668323739520947,98.0,1,1,,,7.913955,7.76,8.22567,8.221557165,target,333.0,0.15000000000000036,9.111057619104484,-0.04997501249374664,5.0,2.0,7.75612
2026-03-02,reclaim_vwap,ABR,1,1,1,1.0,104.4595174956661,1.8097692826745388,0.0,1,1,,,7.831722936280137,7.76,7.979014904324529,7.9750253968723674,target,737.0,0.06780903176425568,10.256709414459934,0.9994871416766774,5.0,2.0,7.75612
2026-03-03,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-03,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-03,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-04,continuation_compare,BBY,1,0,0,,,,,0,0,vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-03-04,reclaim_first5_high,BBY,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-03-04,reclaim_vwap,BBY,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-03-05,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-05,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-05,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-06,continuation_compare,AMPX,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-03-06,reclaim_first5_high,AMPX,1,1,1,1.0,100.70386207650024,6.217364480350719,30.0,1,1,,,15.137565,14.665,16.089795000000002,16.081750102500003,target,107.0,0.46500000000000163,14.153101902452612,-0.7766440639561304,5.0,2.0,14.6576675
2026-03-06,reclaim_vwap,AMPX,1,1,1,1.0,101.92225709054216,3.960222522891519,8.0,1,1,,,14.963079946367625,14.665,15.566427038030227,15.558643824511213,target,172.0,0.2906021452949794,15.484245636172133,0.3804033249597956,5.0,2.0,14.6576675
2026-03-09,continuation_compare,DAWN,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-03-09,reclaim_first5_high,DAWN,1,0,0,,,,,0,0,vwap_fail,gate_fail,,,,,,,,,,,,
2026-03-09,reclaim_vwap,DAWN,1,0,0,,,,,0,0,vwap_fail,gate_fail,,,,,,,,,,,,
2026-03-10,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-10,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-10,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-11,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-11,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-11,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-12,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-12,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-12,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-13,continuation_compare,CE,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-03-13,reclaim_first5_high,CE,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-03-13,reclaim_vwap,CE,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-03-16,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-16,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-16,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-17,continuation_compare,BRBR,1,0,0,,,,,0,0,vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-03-17,continuation_compare,BW,1,0,0,,,,,0,0,vwap_fail|range_fail,gate_fail,,,,,,,,,,,,
2026-03-17,reclaim_first5_high,BRBR,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-03-17,reclaim_first5_high,BW,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-03-17,reclaim_vwap,BRBR,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-03-17,reclaim_vwap,BW,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail,not_regime_b,,,,,,,,,,,,
2026-03-18,continuation_compare,BTSG,1,1,1,0.0,-42.98455846299956,-1.9986265973463941,355.0,1,1,,,43.891935,42.855,45.986724999999986,43.023477500000006,time_exit,49.0,1.0150000000000006,1.681550380497023,-2.1688152960219207,5.0,2.0,42.8335725
2026-03-18,reclaim_first5_high,BTSG,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-03-18,reclaim_vwap,BTSG,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-03-19,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-19,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-19,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-20,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-20,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-20,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-23,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-23,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-23,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-24,continuation_compare,CNH,1,0,0,,,,,0,0,regime_fail,gate_fail,,,,,,,,,,,,
2026-03-24,reclaim_first5_high,CNH,1,1,1,1.0,89.86440621600002,5.109651416952973,368.0,1,1,,,10.22511,9.93,10.820150000000003,10.749622500000001,time_exit,172.0,0.2900000000000009,5.671234832681495,-0.0010757830478221233,5.0,2.0,9.925035
2026-03-24,reclaim_vwap,CNH,1,1,1,1.0,101.91091704164825,3.7708653867940414,37.0,1,1,,,10.122048620670876,9.93,10.511017366949826,10.505761858266352,target,267.0,0.18699012560807304,6.747165568187703,0.5725261901111359,5.0,2.0,9.925035
2026-03-25,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-25,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-25,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-26,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-26,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-26,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-27,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-27,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-27,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-30,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-30,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-30,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-03-31,continuation_compare,BBWI,1,0,0,,,,,0,0,vwap_fail|range_fail|pace_fail,gate_fail,,,,,,,,,,,,
2026-03-31,reclaim_first5_high,BBWI,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-03-31,reclaim_vwap,BBWI,1,0,0,,,,,0,0,regime_fail|vwap_fail|range_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-04-01,continuation_compare,ALKS,1,0,0,,,,,1,0,,no_trigger,,,,,,,,,,,,
2026-04-01,continuation_compare,AMPX,1,0,0,,,,,1,0,,no_trigger,,,,,,,,,,,,
2026-04-01,continuation_compare,CMPX,1,0,0,,,,,0,0,pace_fail,gate_fail,,,,,,,,,,,,
2026-04-01,reclaim_first5_high,ALKS,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-04-01,reclaim_first5_high,AMPX,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-04-01,reclaim_first5_high,CMPX,1,0,0,,,,,0,0,regime_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-04-01,reclaim_vwap,ALKS,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-04-01,reclaim_vwap,AMPX,1,0,0,,,,,0,0,regime_fail,not_regime_b,,,,,,,,,,,,
2026-04-01,reclaim_vwap,CMPX,1,0,0,,,,,0,0,regime_fail|pace_fail,not_regime_b,,,,,,,,,,,,
2026-04-02,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-04-02,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-04-02,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-04-06,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-04-06,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-04-06,reclaim_vwap,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-04-07,continuation_compare,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
2026-04-07,reclaim_first5_high,,0,0,0,,0.0,,,0,0,no_candidates,no_candidates,,,,,,,,,,,,
