start_date,end_date,trade_days,avg_watchlist_count,median_watchlist_count,avg_candidate_0935_count,median_candidate_0935_count,watchlist_zero_days,scan_zero_days
2026-01-14,2026-04-17,65,1.2769230769230768,1.0,0.06153846153846154,0.0,6,62
