branch_label,count,avg_day_oc_ret,win_rate,avg_intraday_high_ret_from_entry_proxy,avg_intraday_low_ret_from_entry_proxy,avg_trade_ret
reclaim_v01_prev_close,6,2.5271058619257456,0.5,5.891584764432249,-4.612328641896707,0.4047231558680678
reclaim_v01_first5_high,7,1.524972222421432,0.5714285714285714,5.359106335866884,-4.7850083604765725,0.9072280756306709
continuation_compare,5,-2.082872272547314,0.0,0.6050358584782637,-6.54859333139881,-3.6256317860914757
