trade_date,symbol,branch_label,regime_label,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,gross_trade_ret,trade_ret,MFE,MAE,sector,price_bucket,market_cap_bucket,calendar_year,quarter_label,avg_dollar_volume_20,liquidity_bucket,slippage_bps_per_side,fee_bps_round_trip,first5_range_pos,first5_pace,close_vs_vwap
2026-01-20,CTMX,reclaim_vwap,regime_b_open_at_or_below_prev_close,2026-01-20T09:35:00-05:00,5.261142156932236,5.12,5.543426470796707,2026-01-20T09:55:00-05:00,5.543144255739294,target,5.360092740232911,5.340092740232912,5.870547380302288,-0.2117820921746888,Healthcare,03-10,300m_to_2b,2026,2026-Q1,736101.27,micro,5.0,2.0,0.6086956521739129,3.90014162045937,0.03591030960716779
2026-01-22,ALM,continuation_compare,regime_a_open_above_prev_close,2026-01-22T10:20:00-05:00,10.285139999999998,10.12,10.615419999999997,2026-01-22T11:25:00-05:00,10.615089799999998,target,3.208024392473021,3.188024392473021,4.130813970446708,-0.29304413940887164,Basic Materials,10-20,2b_to_10b,2026,2026-Q1,1483366.7079999999,micro,5.0,2.0,0.6562500000000021,4.0278817825537985,-0.03835198977624188
2026-02-05,AGI,reclaim_first5_high,regime_b_open_at_or_below_prev_close,2026-02-05T09:35:00-05:00,40.0450125,39.44,41.2550375,2026-02-05T09:57:00-05:00,39.42028,stop,-1.560075677339345,-1.580075677339345,0.6367522047845499,-6.155604271568152,Basic Materials,20-40,gt_10b,2026,2026-Q1,11790884.863999998,mid,5.0,2.0,0.8547008547008534,1.4969266347336967,0.045096887508178085
2026-02-05,AGI,reclaim_vwap,regime_b_open_at_or_below_prev_close,2026-02-05T09:35:00-05:00,39.95622615408132,39.44,40.98867846224397,2026-02-05T09:57:00-05:00,39.42028,stop,-1.3413332680983905,-1.3613332680983905,0.860376164137717,-5.947073542225918,Basic Materials,20-40,gt_10b,2026,2026-Q1,11790884.863999998,mid,5.0,2.0,0.8547008547008534,1.4969266347336967,0.045096887508178085
2026-02-09,BILL,reclaim_first5_high,regime_b_open_at_or_below_prev_close,2026-02-09T09:36:00-05:00,49.134555,47.5,52.403665,2026-02-09T09:48:00-05:00,47.47625,stop,-3.375028022539328,-3.395028022539328,3.2165652054852325,-3.7540891537534016,Technology,40+,2b_to_10b,2026,2026-Q1,8056324.056,mid,5.0,2.0,1.0,3.7743750659277104,0.9355377397945119
2026-02-09,BILL,reclaim_vwap,regime_b_open_at_or_below_prev_close,2026-02-09T09:36:00-05:00,48.73688495426656,47.5,51.21065486279967,2026-02-09T09:48:00-05:00,47.47625,stop,-2.5866137227471646,-2.6066137227471646,4.058763804025757,-2.9687678144064353,Technology,40+,2b_to_10b,2026,2026-Q1,8056324.056,mid,5.0,2.0,1.0,3.7743750659277104,0.9355377397945119
2026-02-27,BFLY,reclaim_first5_high,regime_b_open_at_or_below_prev_close,2026-02-27T09:36:00-05:00,4.6723349999999995,4.45,5.117004999999998,2026-02-27T09:52:00-05:00,4.447775,stop,-4.806162229377805,-4.826162229377805,0.16405073694416725,-21.666575705723144,Healthcare,03-10,300m_to_2b,2026,2026-Q1,1345147.5005,micro,5.0,2.0,0.8636363636363623,1.520787987369122,1.0532585866169342
2026-02-27,BFLY,reclaim_vwap,regime_b_open_at_or_below_prev_close,2026-02-27T09:35:00-05:00,4.5846582603900625,4.45,4.853974781170187,2026-02-27T09:52:00-05:00,4.447775,stop,-2.9856807774025116,-3.0056807774025116,2.079582254443225,-20.168531826653368,Healthcare,03-10,300m_to_2b,2026,2026-Q1,1345147.5005,micro,5.0,2.0,0.8636363636363623,1.520787987369122,1.0532585866169342
2026-03-02,ABR,reclaim_first5_high,regime_b_open_at_or_below_prev_close,2026-03-02T09:36:00-05:00,7.913955,7.76,8.221865,2026-03-02T11:14:00-05:00,8.221557165,target,3.8868323739520947,3.8668323739520947,9.111057619104484,-0.04997501249374664,Real Estate,03-10,300m_to_2b,2026,2026-Q1,1772350.3425,micro,5.0,2.0,1.0,1.6080227095394375,1.337805227846145
2026-03-02,ABR,reclaim_vwap,regime_b_open_at_or_below_prev_close,2026-03-02T09:36:00-05:00,7.831722936280137,7.76,7.975168808840412,2026-03-02T09:36:00-05:00,7.9750253968723674,target,1.8297692826745389,1.8097692826745388,10.256709414459934,0.9994871416766774,Real Estate,03-10,300m_to_2b,2026,2026-Q1,1772350.3425,micro,5.0,2.0,1.0,1.6080227095394375,1.337805227846145
2026-03-06,AMPX,reclaim_first5_high,regime_b_open_at_or_below_prev_close,2026-03-06T09:36:00-05:00,15.137565,14.665,16.082695,2026-03-06T10:06:00-05:00,16.081750102500003,target,6.237364480350719,6.217364480350719,14.153101902452612,-0.7766440639561304,Industrials,10-20,2b_to_10b,2026,2026-Q1,4288241.083000001,low,5.0,2.0,0.9462365591397843,2.1843110307238294,1.1641089036659613
