trigger_label,count,avg_day_oc_ret,win_rate,avg_intraday_high_ret_from_entry_proxy,avg_intraday_low_ret_from_entry_proxy,avg_trade_ret
prev_close_reclaim,6,2.5271058619257456,0.5,5.891584764432249,-4.612328641896707,0.4047231558680678
vwap_reclaim,7,1.524972222421432,0.5714285714285714,6.601474688842584,-4.006591178139108,1.053212130777798
first5_high_reclaim,7,1.524972222421432,0.5714285714285714,5.359106335866884,-4.7850083604765725,0.9072280756306709
